Subject,openingHoursSpecification,má-kontakt,hasEnd,hasEmail,má-vstupné,hasBeginning,Description (cs),Description (en),rest,má-vykonavatele-majetkových-práv-autorských-u-autorského-díla,inXSDDateTimeStamp,hasURL,druh (cs),druh (en),má-přílohu,downloadUrl,databáze-chráněná-zvláštními-právy-pořizovatele-databáze,legalName (cs),notation,má-podmínky-užití,geometry,first,originální-databáze,licence-autorského-díla,coordinates,encodingFormat,obsahuje-více-autorských-děl,Type,má-časový-interval,Title (cs),Title (en),superEvent,obsahuje-osobní-údaje,type,obsahuje-autorské-dílo
https://www.gotobrno.cz/akce/setkani-encounter-2/,775,,,,,,"""Posláním festivalu je dlouhodobě vytvářet prostor pro vzájemné setkávání a&nbsp;poznávání divadelních škol, jejich studentů a&nbsp;pedagogů, a&nbsp;vzájemně si díky setkání předat své poznatky a&nbsp;zkušenosti z&nbsp;oblasti divadelní tvorby. Festival shromažďuje prestižní divadelní vzdělávací instituce z&nbsp;celého světa (cca 40 zemí, 4 kontinenty) prostřednictvím představení, workshopů, diskuzí apod.""","""The International Festival of Theatre Schools SETKÁNÍ/ENCOUNTER is organized mainly by students of the Theatre Faculty of Brno’s Janáček Academy of Music and Performing Arts. It provides a&nbsp;forum for international cooperation among universities in the field of performing arts. The festival gives participants the chance to see the outcome as well as the process of creative work by performing arts schools from around the world, to discuss principles of theatre teaching and to inspire each other.""",,,,,,,,,,,,,776,,,,,,,divadlo,,SETKÁNÍ/ENCOUNTER,SETKÁNÍ/ENCOUNTER,,,,
https://www.gotobrno.cz/akce/silvestr-v-cabaret-des-peches/,779,,,,,,"""Udělejte si svůj poslední den v&nbsp;roce neobyčejným společně s&nbsp;námi v&nbsp;Cabaret des Péchés. Uzavřete společně s&nbsp;námi starý rok a&nbsp;přesuňte se do roku 2025 v&nbsp;doprovodu naší grandiózní show, kterou jsme pro Vás připravili speciálně pro tento poslední večer v&nbsp;roce.Celým večerem Vás provede náš nedostižný moderátor Šimon.Těšit se můžete společně s&nbsp;námi na naše umělce, kteří Vám předvedou to nejlepší z&nbsp;jejich vystoupení. Uvidíte tanečníky, zpěvačky, akrobatky, burlesku, zkrátka show, která bude mít spád od začátku až do konce.Máme pro Vás samozřejmě jako vždy připravený půlnoční přípitek.Těšit se můžete na naši postshow CABARETNÍ CIRKUS!BAR 18:00ZAČÁTEK 20:00Těšíme se na VásTým Cabaretu""",,,,,,,,,,,,,,780,,,,,,,,,Silvestr v&nbsp;Cabaret des Péchés,,,,,
https://www.gotobrno.cz/akce/silvestrovska-millenium-party/,784,,,,,,"""SILVESTROVSKÁ MILLENIUM PARTY 31.&nbsp;12.&nbsp;v&nbsp;brněnském Sono Centru! Přijď oslavit Nový rok do Sona!Jak jinak vstoupit do roku 2025 než v&nbsp;tom nejlepším brněnském klubu, těmi nejlepšími hity nového tisíciletí?Lístky v&nbsp;různých variantách v&nbsp;prodeji!Celým večerem bude provázet DJ Mireček""","""Come celebrate the New Year in Sono Centrum!How else to enter 2025 than in the best club in Brno, with the best hits of the new millennium?Tickets in various variants on sale!The whole evening will be accompanied by DJ Mireček""",,,,,,,,,,,,,785,,,,,,,,,Silvestrovská millenium party,New Year´s Eve party,,,,
https://www.gotobrno.cz/akce/skryta-tvar-ceske-literatury-ivan-divis/,788,,,,,,"""Skrytá tvář české literatury je cyklus večerů živé interpretace poezie významných českých básníků. Tentokrát se zaměříme na dílo Ivana Diviše (1924-1999).Účinkují: Ivan Hora, Terézia Bocianová, Michal Bumbálek, Lukáš RiegerÚvodní slovo: Petr AdámekFilm: Aleš ZábojHudební doprovod: Pavel Čeněk Vaculík""",,,,,,,,,,,,,,789,,,,,,,divadlo,,Skrytá tvář české literatury: Ivan Diviš,,,,,
https://www.gotobrno.cz/akce/skryte-poklady-romantismu/,793,,,,,,"""JEAN SIBELIUS Karelia, předehra op. 10KARL GOLDMARK Houslový koncert a&nbsp;moll op. 28JOSEF SUK Symfonie č. 1 E dur op. 14Jiří Vodička housleFilharmonie Brnodirigent Robert KružíkJiří VodičkaSólista, komorní hráč a&nbsp;od roku 2015 koncertní mistr České filharmonie je držitelem titulu absolutního vítěze z&nbsp;prestižní soutěže Louise Spohra ve Výmaru a&nbsp;první a&nbsp;druhé ceny ze soutěže Young Concert Artists (2008). Pravidelně vystupuje s&nbsp;význačnými tuzemskými i&nbsp;zahraničními orchestry, spolupracuje s&nbsp;předními českými klavíristy, v&nbsp;roce 2020 založil úspěšné klavírní trio The Trio. V&nbsp;roce 2011 byl pozván Gidonem Kremerem na Kammermusikfest v&nbsp;Lockenhausu, roku 2021 jako sólista zahajoval Smetanovu Litomyšl, 2024 byl sólistou Novoročního koncertu České filharmonie. Roku 2014 nahrál debutové album Violino Solo. Mnohé z&nbsp;jeho koncertů byly natočeny Českou televizí, Českým rozhlasem nebo německým ARD. Účinkuje v audiovizuálních show Vivaldianno a&nbsp;iMucha. Vyučuje na Pražské konzervatoři a&nbsp;Ostravské univerzitě. Hraje na italský nástroj Joseph Gagliano 1774.&nbsp;""",,,,,,,,,,,,,,794,,,,,,,koncert,,SKRYTÉ POKLADY ROMANTISMU,,,,,
https://www.gotobrno.cz/akce/slavnosti-moravskeho-uzeneho-2025/,798,,,,,,"""Největší uzenářsko-vinařská show (možná) na světě, v&nbsp;Česku určitěV roce 2025 na hradě Veveří v&nbsp;Brně opět zavoní moravské uzené a&nbsp;vinaři otevřou své nejlepší lahve. Neznáme lepší symfonii než moravské uzené a&nbsp;víno, proto pracujeme usilovně na tom, aby tato hudba zazněla ještě krásněji než dosud.""","""Festival of Moravian Smoked Meat and WineThis festival promises mouth-watering meat cuts, sausages and delicacies from regional smoked meat producers. Excellent wine from family wineries, crowning the Smoke Meat King as well as competitions and games for children.The atmosphere of the event will also be enhanced by the historical premises of Vevevří Castle, where juicy meat will meet fine wine.""",,,,,,,,,,,,,799,,,,,,,,,Slavnosti moravského uzeného 2025,Festival of Moravian Smoked Meat and Wine,,,,
https://www.gotobrno.cz/akce/sochy-na-hrade-ii-martin-skalicky/,803,,,,,,"""Martin Skalický patří mezi nejvýznamnější sochaře střední generace, kteří absolvovali ateliér figurálního sochařství profesora Michala Gabriela na brněnské Fakultě výtvarných umění. Díla Martina Skalického je možné vidět i&nbsp;ve veřejném prostoru. Vytvořil pamětní desku Jana Rajlicha v&nbsp;Brně na Jiráskově ulici, pamětní desku Jana Rajlicha v&nbsp;Dírné a&nbsp;zatím jeho největší sochařskou realizací tohoto druhu je náhrobek Marie Steinerové na čestném urnovém pohřebišti Ústředního hřbitova v&nbsp;Brně. Raná tvorba Martina Skalického se nesla ve formě sugestivního hyperrealismu. V&nbsp;uplynulém desetiletí se Martin Skalický posunul od hyperrealistické sochy k&nbsp;jednodušším sumárnějším formám, zájmu o&nbsp;strukturu hmoty a&nbsp;experimentování se sochařských materiálem.Kromě umělých hmot a&nbsp;dřeva se tvárnou hmotou stává i&nbsp;textil a&nbsp;umělé zdroje světla. Martin Skalický zůstává věrný figurální formě. Naplňuje ji ale nadčasovým přesahem. Díla z&nbsp;této fáze jeho tvorby je možné vidět na aktuální výstavě.""",,,,,,,,,,,,,,804,,,,,,,výstava,,Sochy na hradě II. &#8211; Martin Skalický,,,,,
https://www.gotobrno.cz/akce/speed-dating-13/,808,,,,,,"""věk: muži a&nbsp;ženy 30-40Hledáš lásku nebo nové přátele? Přidej se k&nbsp;našemu Speed Datingu v&nbsp;Brně!Přijď si užít večer plný příležitostí a&nbsp;zábavy a&nbsp;zažij s&nbsp;námi poslední rande v&nbsp;tomto roce. Naše rande to je nezávazné povídání, které může odstartovat úplně něco nového. Nečekej, místa jsou omezená!""",,,,,,,,,,,,,,809,,,,,,,,,Speed dating,,,,,
https://www.gotobrno.cz/akce/sportples-brno-2025/,813,,,,,,"""Na společném hřišti se potkáme už pošesté. Ples brněnských sportovních klubů a&nbsp;sportovních nadšenců se bude konat v&nbsp;sobotu 8.&nbsp;3.&nbsp;2025.Pojďme se opět potkat na společném hřišti v&nbsp;prostorách KC Babylon. Dresy vyměníme za obleky, sálovky za střevíčky a&nbsp;zazáříme na tanečním parketu.Sportu zdar a&nbsp;těšíme se 8.&nbsp;3.&nbsp;2025 ve 20:00.""",,,,,,,,,,,,,,814,,,,,,,,,SPORTPLES Brno 2025,,,,,
https://www.gotobrno.cz/akce/stardance-tour-2025/,818,,,,,,Zažijte StarDance kterou znáte z&nbsp;televizních obrazovek živě!Po 18 letech na obrazovkách po 13 odvysílaných řadách přijíždí nejúspěšnější taneční show v&nbsp;České republice k&nbsp;vám.11.10.2025 ve Winning Group Areně&#8211; od 14:00 odpolední show&#8211; od 19:00 večerní showNa co se můžete těšit?&#8211; Úžasní moderátoři Marek Eben Tereza Kostková&#8211; Porotci z&nbsp;řad minulých i&nbsp;někteří kteří vás překvapí poprvé&#8211; Nebude chybět živý orchestr&#8211; To vše završí i&nbsp;další výjimečná hudební vystoupení a&nbsp;speciální taneční hosté&#8211; 8 skvělých tanečních párů které se svými výkony nesmazatelně zapsaly do historie StarDance vám předvedou svůj nejoblíbenější tanec&#8211; Výjimečná hudební vystoupení&#8211; Speciální taneční hosté&#8211; Hlasování poroty i&nbsp;diváků v&nbsp;hale&#8211; V&nbsp;každém městě zvolíme královnu a&nbsp;krále tanečního parketu&#8211; 360° showZažijete StarDance tak jak jste si dlouho přáli &#8211; živě v&nbsp;hale a&nbsp;zároveň v&nbsp;přímém přenosu na zobrazovacích plochách. Nahlédnete do zákulisí soutěže uvidíte fungování televizní techniky. Na vlastní oči budete moci porovnat co se děje na tanečním parketu a&nbsp;co přináší televizní obrazovka.&nbsp;,,,,,,,,,,,,,,819,,,,,,,koncert,,StarDance Tour 2025,,,,,
https://www.gotobrno.cz/akce/stories-in-10-vecer-vypraveni-pribehu-v-anglictine-a-networkingu/,823,,,,,,"""Připojte se k&nbsp;nám na Večer vyprávění příběhů v&nbsp;angličtině a&nbsp;networkingu s&nbsp;Brno Breakthru a&nbsp;Multikulturním centrem Brusinka!Máte příběh, který chcete sdílet? Nebo možná hledáte jedinečný způsob, jak se propojit s&nbsp;pulzující multikulturní komunitou v&nbsp;Brně? Stories in 10 je vaše příležitost vystoupit, podělit se o&nbsp;svou cestu a&nbsp;naslouchat rozmanitým a&nbsp;inspirujícím příběhům ostatních.Proč se zúčastnit? Nejde jen o&nbsp;vyprávění vašeho příběhu—jde o&nbsp;získání sebevědomí, zlepšení schopností veřejného vystupování a&nbsp;rozvoj efektivní komunikace v&nbsp;jakékoli situaci. Ať už se připravujete na pracovní pohovory, networkingové akce, nebo se prostě chcete stát přesvědčivějším řečníkem, tato akce vám poskytne nástroje a&nbsp;zkušenosti, které potřebujete k&nbsp;úspěchu.""","""Join Us for an Evening of Storytelling and Connection!Have a&nbsp;story to tell? Or perhaps you&#8217;re looking for a&nbsp;unique way to connect with Brno&#8217;s&nbsp;vibrant multicultural community? Stories in 10 is your chance to step up, share your journey, and listen to the diverse and inspiring stories of others.Why Attend? This isn&#8217;t just about telling your story—it&#8217;s&nbsp;about gaining confidence, sharpening your public speaking skills, and enhancing your ability to communicate effectively in any situation. Whether you’re preparing for job interviews, networking events, or just want to become a&nbsp;more compelling speaker, this event will provide you with the tools and experience you need to succeed.""",,,,,,,,,,,,,824,,,,,,,,,Stories in 10 &#8211; večer vyprávění příběhů v&nbsp;angličtině a&nbsp;networkingu,Stories in 10 Brno Edition &#8211; Storytelling and Networking,,,,
https://www.gotobrno.cz/akce/suicidal-angels-gr-host/,828,,,,,,"""SUICIDAL ANGELSThrashová řecká eskadra pod vedením kytaristy a zpěváka Nicka Melissourgose Suicidal Angles v Brně! Připravte se na dávku zvuku, který definoval klasický thrash v 80.&nbsp;letech!Řecká stálice vznikla v roce 2001 a svůj zvuk postavila na základech klasického thrashe z 80.&nbsp;let, po více než 20 letech existence tedy nejde o žádnou rychlokvašku, ale kapelu, která tenhle žánr má načtený od A do Z.Thrashová eskadra pod vedením kytaristy a zpěváka Nicka Melissourgose, který je po celé roky jediným stálým členem, od toho neustoupila dodnes. Suicidal Angels vydali sedm alb, z nichž „Bloodbath“ z roku 2012 bylo prvním, které se dostalo do hitparád. A ta další v nich hnízdí už pravidelně. Následné „Divide and Conquer“ (2014) se výrazně prosadilo v té německé, stejně jako o dva roky starší „Division of Blood“. S sebou nezapomenou přivézt ani své poslední album „Profane Player“.https://open.spotify.com/artist/5Qb7CFfWNE9rlymfrFp5A2""",,,,,,,,,,,,,,829,,,,,,,koncert,,SUICIDAL ANGELS (GR) + host,,,,,
https://www.gotobrno.cz/akce/svatebni-festival-brno/,832,,,,,,"""Největší svatební veletrh na Moravě přichází do Brna, báječná atmosféra při setkání dodavatelů se snoubenci, dva dny plné inspirace, ochutnávek a&nbsp;módních přehlídek. VIP módní přehlídky Sandra Mark a&nbsp;Zuzana Lešák Černá &#8211; kolekce společenských a&nbsp;svatebních šatů. U&nbsp;nás na svatebním festivalu si zařídíte svatbu za víkend, ušetříte čas i&nbsp;peníze.Pro všechny návštěvnky je připravena SVATEBNÍ TOMBOLA za více než 100.000&nbsp;Kč. Veletržní vystavovatelské SLEVY!!! Nezapomeň na skvělé OCHUTNÁVKY cukroví, cateringu a&nbsp;vína.Moderuje Simona Dočkalová CNN Prima News a&nbsp;na přehlídkách uvidíte známé modelky Julie Hojdyszová &#8211; Růža pro nevěstu, Hanka Dědková &#8211; Love Island, Hanka Vágnerová &#8211; Miss Czech Republic 2019.Pátek 10.&nbsp;ledna 2025 od 14.00 do 19.00Sobota 11.&nbsp;ledna 2025 od 10.00 do 17.00Základní vstupenka za 150&nbsp;Kč platí pro oba dny a&nbsp;je nepřenosná tj. id pásek musí zůstat na ruce. Předprodej vstupenek končí 9.1.2025 v&nbsp;21h, na místě bude vstupné 200Kč a&nbsp;platba možná jen v&nbsp;hotovosti. Pro prvních 30 návštěvníků máme dárek, tak neváhej a&nbsp;kup si vstupenku už dnes.VIP vstupné &#8211; omezené počty 20 ks v&nbsp;pátek a&nbsp;30ks v&nbsp;sobotu, získavají navíc dárek, welcome drink, poukaz na kávu, přednostní vstup, šatnu zdarma a&nbsp;místo k&nbsp;sezení na přehlídkách. Cena 500 Kč/ks a&nbsp;platí pouze na určený den. Tyto vstupy jsou pouze v&nbsp;předprodeji &#8211; nelze koupit na místě.Hotel Passage, Lidická 23, Brnotram č. 1 zastávka Antonínská &#8211; u&nbsp;Lužánekparkování na zoně B nebo v&nbsp;podzemních garážích vjezd z&nbsp;ulice Mezírka""",,,,,,,,,,,,,,833,,,,,,,,,Svatební Festival Brno,,,,,
https://www.gotobrno.cz/akce/svetelny-park-na-spilberku/,837,,,,,,"""Zažijte kouzlo zimních večerů v&nbsp;našem jedinečném světelném parku na Špilberku! Tisíce světel přetvoří hrad na oázu inspirace s&nbsp;motivy brněnské historie, středověkých rytířů a&nbsp;legend. Vstupte do zářícího světa plného interaktivních instalací a&nbsp;soch, kde světla vyprávějí příběhy naší minulosti i&nbsp;budoucnosti. Na Špilberku vás čeká výjimečný zážitek, který okouzlí návštěvníky všech věkových kategorií.""",,,,,,,,,,,,,,838,,,,,,,výstava,,Světelný park na Špilberku,,,,,
https://www.gotobrno.cz/akce/tenkrat-na-zapade-v-cervenem-kostele/,842,,,,,,"""Moravské klavírní trio pro Vás připravilo koncert od klasiky k&nbsp;filmovým hitů v&nbsp;Červeném kostele v&nbsp;Brně. Nechte se unést na vlnách vzpomínek s&nbsp;naší exkluzivní kolekcí nejen filmových melodií. Zažijte hudbu, která má srdce a&nbsp;duši.Jana Ryšánková – klavír, Jiří Jahoda – housle, Miroslav Zicha &#8211; violoncello""",,,,,,,,,,,,,,843,,,,,,,koncert,,TENKRÁT NA ZÁPADĚ v&nbsp;Červeném kostele,,,,,
https://www.gotobrno.cz/akce/the-addams-family/,847,,,,,,Slavná hororová muzikálová komedie!,,,,,,,,,,,,,,848,,,,,,,,,The Addams Family,,,,,
https://www.gotobrno.cz/akce/the-backwards-the-beatles-66-tour/,852,,,,,,"""Kapela THE BACKWARDS v roce 2025 slaví 30 let na scéně! Přichází s&nbsp;aktuálním programem THE BEATLES ´66 TOUR, který mapuje poslední období koncertování The Beatles. Těšit se můžete na působivý výlet do hudební historie, na nové skladby v&nbsp;repertoáru The Backwards i&nbsp;novou kostýmní a&nbsp;světelnou výpravu.Strhující výlet do hudební minulosti plné nezapomenutelných hitů pro několik generací fanoušků Beatles čeká na všechny návštěvníky koncertů kapely The Backwards.I přes 50 let po rozpadu nepřestaly být Beatles fenoménem. Dne 10.&nbsp;dubna 1970 svět poprvé uslyšel zprávu o&nbsp;rozpadu kapely. Předcházelo tomu rozhodnutí z roku 1966 dále již nekoncertovat, pouze nahrávat desky. V tomto roce vrcholí šílenství Beatlemánie, přes křik fanynek se kapela na pódiích skoro neslyšela. Jejich písničky byly v&nbsp;této době tak přearanžované a&nbsp;s&nbsp;přidanými nástroji, že je nebylo téměř možné zahrát ve čtyřech lidech na pódiu alespoň z&nbsp;poloviny tak dobře, jak byly zahrané na desce.Na koncertě zazní kromě jiných také skladby: Michelle, Girl, Norwegian Wood, Yellow Submarine, Ob-La-Di, Ob-La-Da, Nowhere Man, Rock and Roll Music&#8230;Úspěch bandu, který je bezesporu jedním z&nbsp;nejlepších Beatles revivalů na světě odstartovalo dvojnásobné vítězství na prestižním Beatlefestu v&nbsp;New Yorku v&nbsp;letech 1998 a&nbsp;2003. Známými se stali také díky účinkování v&nbsp;hudebně – zábavných pořadech všech našich i&nbsp;slovenských televizí. Kromě mnoha turné po USA, pravidelného koncertování v Čechách a&nbsp;na Slovensku, kapela hrála také po celé Evropě, a&nbsp;dokonce i&nbsp;v africké Keni. Kapela koncertovala i&nbsp;v&nbsp;Liverpoolu ve slavném Cavern clubu, kolébce Beatles.The Backwards nemají pouze dokonale vypracovaný zvuk, ale dbají také na image, stage look, souhru a&nbsp;produkci. Pro znalce a&nbsp;muzikanty je také nesmírně přitažlivý fakt, že kapela pro co nejvěrnější zvuk používá stejnou hudební aparaturu a&nbsp;modely hudebních nástrojů kvalitních značek jako Vox, Rickenbacker, Gretsch, Höfner, Ludwig atd.Složení kapely:John Lennon – Dalibor ŠtroncerPaul McCartney – Miroslav DžunkoGeorge Harrison – František SuchanskýRingo Starr – Daniel ŠkorvagaVíce informací o&nbsp;kapele naleznete na: www.thebackwards.com""",,,,,,,,,,,,,,853,,,,,,,"divadlo,koncert",,THE BACKWARDS – The Beatles ´66 Tour,,,,,
https://www.gotobrno.cz/akce/the-naked-truth-odhalena-pravda-3/,856,,,,,,"""Síla tance, síla přátelství, síla porozumění propojí šest žen a&nbsp;přiměje je odhalit o&nbsp;sobě pravdu a&nbsp;dokáže, že stojí za to čelit nepřízni osudu, ať jakkoli krutému.Prostřednictvím kurzu pole dance ve venkovské tělocvičně, od kterého každá očekává něco jiného, zvýšit si sebevědomí, shodit pár kilo, udržet si chlapa nebo si ho najít, ale ani jedna si neuvědomuje, jak moc to ovlivní jejich život, dospějí přes nejrůznější neshody ke společnému rozhodnutí…Divadlo pro ženy a&nbsp;o&nbsp;ženách, které musí bezpodmínečně vidět muži (pokud se odváží).""",,,,,,,,,,,,,,857,,,,,,,divadlo,,The Naked Truth — Odhalená pravda,,,,,
https://www.gotobrno.cz/akce/tisic-tvari-amazonie/,860,,,,,,"""Poznejte Amazonii všemi smysly!Výstava přináší nevšední pohled na současnou Amazonii a&nbsp;její kulturní a&nbsp;přírodní rozmanitost. Díky spolupráci s&nbsp;mezinárodními institucemi a&nbsp;odborníky dostali domorodí obyvatelé možnost sami představit svoje životní prostředí, společnost a&nbsp;kulturu. Návštěvníci získají jedinečnou příležitost nahlížet na život v&nbsp;Amazonii očima jejich obyvatel. Vedle celé řady originálních exponátů, předmětů denní potřeby, řemeslných výrobků, oděvů, ozdob, zbraní, rituálních a&nbsp;obřadní artefaktů, oděvy a&nbsp;ozdob jsou k&nbsp;vidění také zástupci amazonské fauny i&nbsp;flóry, včetně několika živých exemplářů. Výstava je určena pro širokou veřejnost.Děti se mohou těšit na interaktivní, hravé prvky, repliky předmětů a&nbsp;smyslové hry. Pro návštěvníky se zrakovým znevýhodněním jsou vedle popisků v&nbsp;Braillově písmu ve výstavě připraveny nejrůznější hmatové prvky a&nbsp;haptické předměty i&nbsp;čichové vjemy. Neslyšícím je k&nbsp;dispozici videoprůvodce v&nbsp;českém znakovém jazyce. Texty výstavy jsou prostřednictvím QR kódů dostupné i&nbsp;v&nbsp;anglickém a&nbsp;španělském jazyce.&nbsp;""",,,,,,,,,,,,,,861,,,,,,,výstava,,Tisíc tváří Amazonie,,,,,
https://www.gotobrno.cz/akce/tradicni-vanoce-s-choirchestrou-a-hosty/,865,,,,,,"""Zveme vás na vánoční koncert Vánoční čas prožíváme každý jinak, ale pro mnoho lidí k&nbsp;němu neodmyslitelně patří zpívání koled a&nbsp;to napříč zeměmi. Přijďte si na náš vánoční koncert poslechnout nejen koledy české, ale i&nbsp;koledy z&nbsp;jiných evropských zemí.Na koncertě se na vás budeme těšit společně s&nbsp;ženským pěveckým sborem Mladost.Sbormistři: Eduard Kostelník, David Šmídklavír: Vojtěch Ocelka, Eduard KostelníkAkce je pořádána za finanční podpory statutárního města Brna.Choirchestra je členem Unie českých pěveckých sborů.""","""We invite you to the Christmas concertChristmas time is experienced differently by everyone, but for many people, singing Christmas carols across countries is věr typical. Come to our Christmas concert to hear not only Czech carols, but also carols from other European countries.We are looking forward to seeing you at the concert together with the Women&#8217;s&nbsp;Choir Mladost.Conductors: Eduard Kostelník, David ŠmídPiano: Vojtěch Ocelka, Eduard KostelíkThe event is organized with the financial support of the Statutory City of Brno.Choirchestra is a&nbsp;member of the Union of Czech Choirs.""",,,,,,,,,,,,,866,,,,,,,koncert,,Tradiční Vánoce s&nbsp;Choirchestrou a&nbsp;hosty,Traditional Christmas with Choirchestra and guests,,,,
https://www.gotobrno.cz/akce/tradicni-vanocni-koncert-kantileny-2/,870,,,,,,"""Katedrálu jako již tradičně na Boží hod vánoční rozezní směs rozličných známých i&nbsp;méně proslavených koled. Úpravy evropských koled budou z&nbsp;pera brněnského varhaníka a&nbsp;skladatele Martina Jakubíčka, doplní je naopak koledy z&nbsp;našich krajů v&nbsp;aranži Petra Řezníčka a&nbsp;premiérový cyklus Kantilénky Od svatého Martina ke třem králům se po matiné dočká dalšího uvedení.MARTIN JAKUBÍČEK Evropské koledyMICHAL JANČÍK Od svatého Martina ke třem králůmPETR ŘEZNÍČEK výběr českých a&nbsp;moravských koledKantilénka, starší přípravné odděleníKantiléna, koncertní sborsbormistři Veronika Novosádová a&nbsp;Michal Jančík&nbsp;""",,,,,,,,,,,,,,871,,,,,,,koncert,,TRADIČNÍ VÁNOČNÍ KONCERT KANTILÉNY,,,,,
https://www.gotobrno.cz/akce/trnita-uz-se-stavi/,875,,,,,,"""Aktuální vývoj nově vznikající čtvrti Trnitá mapuje výstava v&nbsp;Urban centru na Staré radnici, kterou zahájí vernisáž 12.&nbsp;prosince 2024 v&nbsp;17&nbsp;h. Návštěvníci výstavy si mohou prohlédnout všechny připravované záměry, mimo jiné i&nbsp;prostřednictvím velkého modelu této části města.Součástí výstavy je doprovodný program, který pro návštěvníky výstavy připravili architekti z&nbsp;týmu projektové přípravy Brněnských komunikací.  Začátkem nového roku 2025 se s&nbsp;nimi setkáme nad modelem při komentovaných prohlídkách výstavy a&nbsp;zájemci o&nbsp;aktuální dění si mohou projít s&nbsp;architekty připravované území.DOPROVODNÝ PROGRAM / leden – únor 2025:9.&nbsp;ledna v&nbsp;17&nbsp;h       Komentovaná prohlídka výstavy23.&nbsp;ledna v&nbsp;15 h     Zimní procházka po Trnité6.&nbsp;února v&nbsp;17 h      Komentovaná prohlídka výstavyVzhledem k&nbsp;omezené kapacitě akcí (max. 30 účastníků), je nutná registrace na: urbancentrum@brno.cz nebo tel.: 778&nbsp;520&nbsp;752. Registrace je zahájena od 12.&nbsp;prosince 2024.""",,,,,,,,,,,,,,876,,,,,,,výstava,,Trnitá: už se staví,,,,,
https://www.gotobrno.cz/akce/trojkoncert-legend-the-animals-and-friends-creedence-clearwater-revived-a-flamengo/,880,,,,,,"""Na leden 2025 připravuje agentura Brnokoncert sérii jedinečných koncertů, kde se spojí trojice skutečných legend. Tři večery po sobě na podiu vystoupí pokračovatelé slavných The Animals – skupina The Animals and Friends, a&nbsp;Creedence Clearwater Revived, kteří šíří odkaz bandu Johna Fogertyho Creedence Clearwater Revival. Tyto vzácné zahraniční hosty podpoří jedna z nejvýznamnějších rockových skupin české historie – kapela Flamengo.&nbsp;The Animals je původně rhythm&amp;blues a&nbsp;rocková kapela z&nbsp;60.&nbsp;let. Zřejmě nejstylovější britská skupina vznikla jako Alan Price Combo v&nbsp;Newcastelu, kde hrávala pravidelně každou sobotu v&nbsp;nabitém Downbeat Clubu. Poté, co na post zpěváka nastoupil Eric Burdon, přesídlili do honosnějšího klubu A-Go-Go a&nbsp;začátkem roku 1964 změnili jméno na The Animals. Pak vystupovali v&nbsp;klubech v&nbsp;Londýně a&nbsp;okolí.  Mnoho hitů kapely obsadilo přední místa anglické i&nbsp;americké hitparády. Po dvou albech &#8211; The Animals a&nbsp;Animals Track – Alan Price soubor v&nbsp;květnu 1965 opustil.Od roku 2003 koncertuje formace pod názvem The Animals and Friends a&nbsp;tvoří ji spoluzakladatel původního bandu John Steel, kterého doplňuje Danny Handley, Roberto Ruiz a&nbsp;Barney Williams. Naživo zazní (nejen) písně jako The House of the Rising Sun či Don&#8217;t Let Me Be Misunderstood, které skupině řazené vedle Beatles či Rolling Stones mezi klenoty britské hudby přinesly celosvětový věhlas.Britská formace Creedence Clearwater Revived se v ČR těší velké popularitě a&nbsp;pravidelně zde koncertuje. Jejich vystoupení vás přenesou do času festivalu Woodstock, tedy do doby, kdy existoval původní band Creedence Clearwater Revival. Jeho sestavu tvořili kytarista a&nbsp;textař John Forgety, kytarista Tom Fogerty, baskytarista Stu Cook a&nbsp;bubeník Doug Clifford, byli považováni za zakladatele takzvaného jižanského rocku (hlavní ikona jsou dodnes ZZ Top, mezi hlavní představitele patří Johnny Winter, Lynyrd Skynyrd, Kid Rock, Allman Brothers Band a&nbsp;Steve Ray Vaughan), dnes již však nekoncertují.Na koncertu zazní v&nbsp;nejlepším živém podání všechny velké hity CCR, mezi které patří Have You Ever Seen The Rain, Fortunate Son, Bad Moon Rising, Proud Mary, Green River, Looking At My Back Door, Who´ll stop the rain, Suzie Q a&nbsp;I&nbsp;Put a&nbsp;Spell On You.Česká kapela Flamengo se do hudební historie nesmazatelně zapsala albem Kuře v&nbsp;hodinkách (1972), které je dle mnohých kritiků nejlepším rockovým albem všech dob u&nbsp;nás. Patří k nejvýznamnějším tuzemským skupinám vedle E.T.C. Vladimíra Mišíka a&nbsp;Framus 5 Michala Prokopa. Obsazení kapely v současnosti tvoří Pavel Fořt (kytara), Vladimír „Guma“ Kulhánek (baskytara), Jan Holeček (Hammond B3, zpěv), Jiří „Zelí“ Zelenka (bicí, vokály) a&nbsp;Vladimír Boryš Secký (saxofon a&nbsp;flétna, vokály).Nenechte si ujít tento unikátní večer!""",,,,,,,,,,,,,,881,,,,,,,koncert,,"""Trojkoncert legend: The Animals and Friends, Creedence Clearwater Revived a&nbsp;Flamengo""",,,,,
